drugbank_id,name,cation_sensitive,vka,maoi,k_sparing,acid_dependent,food_interaction_texts
DB00482,Celecoxib,1,0,0,0,0,"Avoid alcohol. Alcohol increases the risk of gastrointestinal irritation. | Avoid multivalent ions. Separate the administration of aluminum and magnesium containing drugs by several hours. | Take with or without food. Doses up to 200 mg can be taken without regard to food, but doses of 400mg or higher should be taken with food."
DB00487,Pefloxacin,1,0,0,0,0,
DB00492,Fosinopril,1,0,0,1,1,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Limit salt intake. Salt may attenuate the antihypertensive effect. | Take separate from antacids. Take at least 2 hours before or after antacids. Taking this medication with antacids can reduce absorption.Taking this medication with antacids can reduce absorption. | Take with or without food. The absorption is unaffected by food."
DB00496,Darifenacin,0,0,0,1,0,Take with or without food. The absorption is unaffected by food.
DB00498,Phenindione,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00500,Tolmetin,1,0,0,0,0,"Avoid alcohol. Ingesting alcohol may increase the risk of developing an ulcer, or gastrointestinal bleed. | Take with or without food. Food (or milk) can decrease oral bioavailability by 16%. Tolmetin may be taken with food to reduce gastrointestinal upset, but it may reduce tolmetin serum levels by 50%."
DB00519,Trandolapril,0,0,0,1,0,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Limit salt intake. Salt may attenuate the antihypertensive effect. | Take with or without food. The absorption is unaffected by food."
DB00533,Rofecoxib,1,0,0,0,1,"Take separate from antacids. Taking rofecoxib with antacids can reduce the AUC and Cmax of rofecoxib, therefore consider separating their administration for optimal efficacy. | Take with or without food. The AUC and Cmax of rofecoxib tablets are not impacted by administration with food, however, the Tmax may be delayed. The food effect on the absorption of rofecoxib suspension formulation has not been studied according to the official product labeling."
DB00535,Cefdinir,1,0,0,0,0,"Avoid multivalent ions. Do not take aluminum, magnesium, or iron containing products up to 2 hours before or after this medication. | Take with or without food. The absorption is unaffected by food."
DB00537,Ciprofloxacin,1,0,0,0,0,Avoid milk and dairy products. Dairy products and calcium fortified juices decrease the absorption of ciprofloxacin. | Limit caffeine intake. | Take with or without food. The absorption is not significantly affected by food.
DB00542,Benazepril,0,0,0,1,0,Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Take with or without food. Food slows the rate of absorption but not the extent.
DB00551,Acetohydroxamic acid,1,0,0,0,0,"Avoid alcohol. Concomitant use of acetohydroxamic acid with alcohol may cause a rash. | Avoid iron supplements. Acetohydroxamic acid chelates iron, therefore oral supplementation of iron will reduce levels of both iron and acetohydroxamic acid. | Take on an empty stomach."
DB00553,Methoxsalen,1,0,0,0,0,Take with food. Take this medication with food or milk.
DB00560,Tigecycline,1,0,0,0,0,
DB00563,Methotrexate,1,0,0,0,0,Avoid alcohol. | Avoid milk and dairy products. Milk and dairy products reduce absorption. | Exercise caution with St. John's Wort. | Limit caffeine intake. Caffeine may reduce the effectiveness of methotrexate. | Take with or without food.
DB00569,Fondaparinux,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic."
DB00571,Propranolol,0,0,0,1,0,"Avoid alcohol. Alcohol increases propranolol plasma concentrations. | Avoid natural licorice. Natural licorice inhibits the metabolism of propranolol, increasing drug exposure. | Take with food."
DB00584,Enalapril,0,0,0,1,0,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Additive hypertensive effects may occur. | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Take with or without food. The absorption is unaffected by food."
DB00586,Diclofenac,0,0,0,1,0,"Avoid excessive or chronic alcohol consumption. Co-administration with alcohol may increase the risk of gastrointestinal side effects, such as ulceration. | Take with food. Food reduces gastric irritation."
DB00594,Amiloride,0,0,0,1,0,Avoid drastic dietary changes. | Avoid natural licorice. | Avoid potassium-containing products. | Take with food. Food reduces irritation.
DB00595,Oxytetracycline,1,0,0,0,0,Avoid milk and dairy products. Take at least 1 hour before or two hours after consuming dairy products. | Take separate from meals. Take at least one hour before or two hours after a meal.
DB00601,Linezolid,1,0,1,0,0,"Avoid tyramine-containing foods and supplements. Avoid food containing high amounts of tyramine (>100mg). Tyramine-containing foods include cheese, red wine, fava beans, pickled foods, cured foods, and alcoholic beverages. | Take with or without food. Co-administration with food does not significantly alter the pharmacokinetics of linezolid."
DB00614,Furazolidone,0,0,1,0,0,
DB00618,Demeclocycline,1,0,0,0,0,Avoid milk and dairy products. | Avoid multivalent ions. | Take on an empty stomach.
DB00630,Alendronic acid,1,0,0,0,1,"Administer vitamin supplements. Patients may require supplemental vitamin D. | Avoid multivalent ions. Calcium, antacids, and divalent ions may interfere with the absorption of this medication. | Take before a meal. Take 30-60 minutes before breakfast. | Take with a full glass of water."
DB00642,Pemetrexed,1,0,0,0,0,Administer folic acid supplement. Folic acid supplement of 400 to 1000 mcg daily should be given 7 days before treatment with pemetrexed and continued until 21 days after discontinuation of pemetrexed to reduce the risk of hematologic and gastrointestinal toxicities. | Administer vitamin supplements. Administration of vitamin B12 intramuscular supplement one week before treatment with pemetrexed and every three cycles will reduce the risk of hematological and gastrointestinal toxicities.
DB00682,Warfarin,0,1,0,0,0,"Avoid drastic dietary changes. | Avoid foods rich in vitamin K. Vitamin K in foods such as leafy vegetables can reduce warfarin efficacy. | Avoid grapefruit products. They may interfere with warfarin metabolism and increase INR, increasing the risk of bleeding. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Avoid St. John's Wort. This drug may reduce warfarin efficacy."
DB00685,Trovafloxacin,1,0,0,0,1,Avoid multivalent ions. | Take separate from antacids. Take at least 2 hours before or after antacids. | Take with or without food. Taking trovafloxacin with food may reduce the risk of dizziness.
DB00686,Pentosan polysulfate,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking pentosan polysulfate with anticoagulant herbs may increase bleeding risk, which is an adverse effect of pentosan polysulfate. | Take on an empty stomach. Take at least 1 hour before or 2 hours after meals."
DB00687,Fludrocortisone,0,0,0,1,0,Limit salt intake. Excessive intake of salt can result in hypertension and edema.
DB00688,Mycophenolate mofetil,1,0,0,0,0,"Avoid multivalent ions. Take multivalent ions such as calcium, iron, or magnesium at least 2 hours after taking this medication. | Take on an empty stomach. Take at least 1 hour before or 2 hours after meals."
DB00691,Moexipril,0,0,0,1,0,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Limit salt intake. Salt may attenuate the antihypertensive effect. | Take separate from meals. Take 1 hour before meals."
DB00695,Furosemide,0,0,0,1,0,"Avoid excessive or chronic alcohol consumption. Alcohol increases the risk of orthostatic hypotension. | Avoid natural licorice. Avoid licorice in large amounts, as it may lead to hypokalemia. | Increase consumption of potassium-rich foods. This medication may cause potassium depletion. Foods containing potassium include bananas and orange juice."
DB00700,Eplerenone,0,0,0,1,0,Avoid grapefruit products. Grapefruit juice may increase the serum levels of eplerenone by 25% by inhibiting CYP3A4. | Take with or without food.
DB00710,Ibandronate,1,0,0,0,0,Take on an empty stomach. | Take with a full glass of water. Do not take this medication with other liquids.
DB00720,Clodronic acid,1,0,0,0,0,Take on an empty stomach. Co-administration with food may decrease absorption.
DB00721,Procaine,0,0,1,0,0,
DB00722,Lisinopril,0,0,0,1,0,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Limit salt intake. Salt may attenuate the antihypertensive effect. | Take with or without food. The absorption is unaffected by food."
DB00752,Tranylcypromine,1,0,1,0,0,"Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of tranylcypromine. | Avoid St. John's Wort. Administering tranylcypromine with St. John's Wort may increase the risk of serotonin syndrome. | Avoid tyramine-containing foods and supplements. Tyramine-containing foods and beverages can cause a sudden elevation in blood pressure or a hypertensive crisis. Foods that contain tyramine include aged cheese, ripe bananas, red wine, some alcoholic beverages (beer), cured food, pickled food, and fava beans."
DB00759,Tetracycline,1,0,0,0,0,Avoid milk and dairy products. | Take on an empty stomach. Take at least 1 hour before or 2 hours after meals. | Take with a full glass of water.
DB00774,Hydroflumethiazide,0,0,0,1,0,Increase consumption of potassium-rich foods. This medication may cause a loss of potassium.
DB00779,Nalidixic acid,1,0,0,0,0,Drink plenty of fluids. | Take with food. Food reduces irritation.
DB00780,Phenelzine,1,0,1,0,0,"Avoid alcohol. | Avoid St. John's Wort. Administering phenelzine with St. John's Wort may increase the risk of serotonin syndrome. | Avoid tyramine-containing foods and supplements. Tyramine-containing foods and beverages can cause a sudden elevation in blood pressure or a hypertensive crisis. Foods that contain tyramine include aged cheese, ripe bananas, red wine, some alcoholic beverages (beer), cured food, pickled food, and fava beans. | Limit caffeine intake. Excess caffeine intake can also cause a hypertensive crisis."
DB00790,Perindopril,0,0,0,1,0,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Limit salt intake. Salt may attenuate the antihypertensive effect. | Take with or without food. The absorption is unaffected by food."
DB00796,Candesartan cilexetil,0,0,0,1,0,Take at the same time every day. | Take with or without food. The absorption is unaffected by food.
DB00805,Minaprine,0,0,1,0,0,
DB00807,Proparacaine,0,0,0,1,0,
DB00808,Indapamide,0,0,0,1,0,Avoid alcohol. Alcohol may potentiate orthostatic hypotension. | Increase consumption of potassium-rich foods. Indapamide my cause potassium depletion leading to hypokalemia. | Take with or without food.
DB00817,Rosoxacin,1,0,0,0,0,
DB00827,Cinoxacin,1,0,0,0,0,
DB00864,Tacrolimus,1,0,0,0,1,"Avoid alcohol. Consuming alcohol may increase the rate of tacrolimus release from extended-release formulations. | Avoid grapefruit products. | Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of tacrolimus; therefore, monitoring tacrolimus whole blood trough concentrations may be warranted. | Take at the same time every day. | Take on an empty stomach. Take at least 1 hour before or 2 hours after a meal as coadministration with food decreases the rate and extent of absorption. | Take separate from antacids. Coadministration of tacrolimus with aluminum or magnesium hydroxide antacids may increase the serum levels of tacrolimus, which poses a risk for toxicity."
DB00866,Alprenolol,0,0,0,1,0,
DB00876,Eprosartan,0,0,0,1,0,Take with or without food. The absorption is unaffected by food.
DB00881,Quinapril,0,0,0,1,0,"Avoid fatty foods. | Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). | Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia. | Limit salt intake. Salt may attenuate the antihypertensive effect."
DB00884,Risedronic acid,1,0,0,0,1,"Administer vitamin supplements. Patients may require supplemental vitamin D. | Avoid multivalent ions. Calcium, antacids, and divalent ions may interfere with the absorption of this medication. | Take on an empty stomach. | Take with a full glass of water."
DB00886,Omapatrilat,0,0,0,1,0,
DB00908,Quinidine,1,0,0,0,1,"Exercise caution with grapefruit products. Grapefruit may delay the absorption of quinidine, and inhibit its metabolism through CYP3A4. | Exercise caution with St. John's Wort. | Take separate from antacids. Antacids may reduce the absorption of quinidine. | Take with or without food. Taking quinidine with food may slow its absorption."
DB00910,Paricalcitol,1,0,0,0,1,"Avoid antacids. Avoid taking aluminum-containing antacids chronically with paricalcitol as there is an increased risk of aluminum toxicity. | Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4, and paricalcitol metabolism is mediated partially through CYP3A4; therefore, grapefruit may increase paricalcitol serum levels. | Take with or without food."
DB00931,Metacycline,1,0,0,0,0,
DB00943,Zalcitabine,1,0,0,0,0,Avoid multivalent ions. Magnesium and aluminum containing products can reduce the absorption of this medication. | Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.
DB00945,Acetylsalicylic acid,1,1,0,0,1,"Avoid alcohol. Alcohol increases the risk of gastrointestinal bleeding. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Take after a meal. This reduces irritating gastrointestinal effects. | Take with a full glass of water."
DB00946,Phenprocoumon,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Ensure consistent Vitamin K intake. Changes in vitamin K intake may impact coagulation. | Exercise caution with grapefruit products. | Exercise caution with St. John's Wort."
DB00951,Isoniazid,1,0,1,0,1,"Administer vitamin supplements. Vitamin B6 (pyridoxine) should be given with isoniazid to prevent deficiency. | Avoid alcohol. Avoid drinking alcoholic beverages such as unpasteurized beer; unless approved by your physician, as they may contain tyramine. Consuming alcohol may also increase the risk of isoniazid induced hepatitis and neuropathy. | Avoid chocolate. Chocolate contains caffeine, which should be limited during isoniazid therapy. | Avoid histamine-containing foods and supplements. Histamine-containing foods (e.g., skipjack, tuna, other tropical fish) can cause headaches, sweating, palpitations, flushing, and hypotension. | Avoid tyramine-containing foods and supplements. Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages. | Limit caffeine intake. | Take on an empty stomach. Take at least 1 hour before or 2 hours after meals. | Take separate from antacids. Taking this medication with antacids can reduce absorption."
DB00960,Pindolol,0,0,0,1,0,Avoid alcohol. Alcohol may aggravate signs and symptoms of overdose. | Take with or without food. Food does not significantly affect absorption.
DB00966,Telmisartan,0,0,0,1,0,Take with or without food. Bioavailability may be slightly reduced by taking telmisartan with food.
DB00974,Edetic acid,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB00975,Dipyridamole,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. | Avoid xanthines. Xanthines, found in coffee and tea, can reduce the effectiveness of this medication. | Take with or without food. Taking dipyridamole extrended release capusels with a high-fat meal minimally reduces it's AUC and Cmax."
DB00978,Lomefloxacin,1,0,0,0,1,"Avoid multivalent ions. Separate the administration polyvalent ions, including magnesium and aluminum-containing antacids, from lomefloxacin by at least 4 hours before and 2 hours after lomefloxacin dosing. | Take with or without food. The rate and extent of absorption may be reduced when lomefloxacin is taken with food."
DB00982,Isotretinoin,1,0,0,0,0,Avoid alcohol. Alcohol with isotretinoin can lead to inflammation of the liver. | Avoid vitamin A supplements. | Take with food. High-fat food increases drug absorption.
DB00990,Exemestane,0,0,0,1,0,Take with food. The manufacturer recommends administration following a meal.
DB00999,Hydrochlorothiazide,1,0,0,1,1,"Avoid alcohol. Alcohol may potentiate orthostatic hypotension. | Avoid multivalent ions. Take this medication 2 hours before or after the administration of antacids, calcium supplements, or iron supplements to avoid decreased absorption of hydrochlorothiazide. | Avoid natural licorice. Licorice potentiates the hypokalemic effect of hydrochlorothiazide. | Increase consumption of potassium-rich foods. This medication may cause potassium depletion. Foods containing potassium include bananas and orange juice. | Limit salt intake. Avoid excessive salt, unless recommended by a physician. | Take with or without food."
DB01006,Letrozole,0,0,0,1,0,Take with or without food. Food slows absorption without decreasing the quantity absorbed.
DB01011,Metyrapone,1,0,0,1,0,Take with food. Take metyrapone with milk or a snack according to the specific instructions for a single or multi-dose test.
DB01017,Minocycline,1,0,0,0,0,"Avoid multivalent ions. Separate administration of aluminium, calcium, iron and magnesium containing products from medication by at least 2 hours. | Take with or without food."
DB01026,Ketoconazole,1,0,0,0,1,Avoid alcohol. Drinking alcohol while on ketoconazole treatment may cause liver injury. | Avoid multivalent ions. They may decrease ketoconazole concentrations. | Take with food. Food decreases gastrointestinal irritation caused by ketoconazole.
DB01029,Irbesartan,0,0,0,1,0,Take with or without food. The absorption is unaffected by food.
DB01037,Selegiline,1,0,1,0,0,"Avoid tyramine-containing foods and supplements. Consuming foods containing tyramine such as yogurt, aged cheese, ripe bananas, wine, and sourdough bread may increase the risk of having an uncontrolled hypertensive reaction. | Take before a meal. Take selegiline oral disintegrating tablets before breakfast and at least 5 minutes before or after any food or drink. Taking selegiline with food reduces the AUC by approximately 60%. | Take with food. Take selegiline capsules or tablets with breakfast and lunch. Food can increase the exposure to selegiline by 3-4 fold."
DB01044,Gatifloxacin,1,0,0,0,0,Drink plenty of fluids. | Take with or without food. The absorption is unaffected by food.
DB01059,Norfloxacin,1,0,0,0,0,Drink plenty of fluids. | Limit caffeine intake. | Take on an empty stomach.
DB01064,Isoprenaline,0,0,0,1,0,
DB01066,Cefditoren,1,0,0,0,1,"Avoid multivalent ions. Avoid antacids containing magnesium and aluminum hydroxides when possible, otherwise separate the administration of antacids and this drug by several hours."
DB01077,Etidronic acid,1,0,0,0,0,Avoid multivalent ions. Separate administration from multivalent ions by at least two hours. | Take on an empty stomach. | Take with a full glass of water.
DB01088,Iloprost,1,1,0,0,0,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking iloprost with anticoagulant/antiplatelet herbs may increase the risk of bleeding occurring as an adverse effect. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01109,Heparin,1,1,0,0,0,"Administer calcium supplement. This drug decreases calcium levels. | Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01121,Phenacemide,0,0,0,1,0,Take with or without food. Co-administration with food may reduce gastrointestinal upset.
DB01133,Tiludronic acid,1,0,0,0,1,Take at least 2 hours before or after calcium supplements. | Take on an empty stomach. Take at least 2 hours before or after meals. | Take separate from antacids. Take at least 2 hours before or after antacids. The bioavailability of this medication is significantly reduced when administered with aluminum or magnesium containing antacids. | Take with a full glass of water.
DB01137,Levofloxacin,1,0,0,0,0,Take with or without food. Food slightly alters kinetics but not to any clinically significant extent.
DB01144,Diclofenamide,0,0,0,1,0,"Increase consumption of potassium-rich foods. Diclofenamide may cause hypokalemia, therefore consuming more potassium-rich foods may help prevent hypokalemia."
DB01155,Gemifloxacin,1,0,0,0,0,Take with or without food. The absorption is unaffected by food.
DB01165,Ofloxacin,1,0,0,0,0,Limit caffeine intake. | Take with or without food. The absorption is unaffected by food.
DB01167,Itraconazole,0,0,0,0,1,"Exercise caution with grapefruit products. While there is inconclusive evidence of the effect of grapefruit products on the systemic exposure to itraconazole, they may affect drug absorption. | Take with food. Food promotes maximal absorption of itraconazole."
